-5.468447547569735434e+01,6.966045618818853313e+01
-4.425288447845153428e+01,5.515478879000767165e+01
-4.157500969461694496e+01,5.778720384923681763e+01
-4.827304962442127589e+01,6.453516907274034509e+01
-4.720209138543422966e+01,6.549914166400165527e+01
-4.836283006481441049e+01,6.316406871735394191e+01
-4.124944609841010390e+01,5.486223430052720573e+01
-5.120107608830846146e+01,6.766440212654197239e+01
-4.148510613438180172e+01,5.454098908667342016e+01
-4.123068555159159843e+01,5.612081397317401610e+01
-4.430380362640263314e+01,6.015650146584235358e+01
-3.959499293212188320e+01,5.461115430662441383e+01
-3.736970314059874454e+01,5.168164701260182170e+01
-4.032779865713352763e+01,5.092392133325434145e+01
-4.541706909223003663e+01,5.785277606438108933e+01
-4.697737248073920568e+01,6.361164274652925599e+01
-4.946172928767584409e+01,6.776381767641959186e+01
-4.708474098214699666e+01,6.500336508858327988e+01
-4.648813982313488680e+01,6.243871104163570607e+01
-4.914579587070920752e+01,6.402967124381432029e+01
-5.353799556757066824e+01,6.865997593564351575e+01
-4.099229750921610815e+01,5.773568090181256451e+01
-4.278867240034135477e+01,5.665008549277870031e+01
-3.912507440464987241e+01,5.395669275542051224e+01
-3.859342695383350019e+01,5.454692510143932083e+01
-4.868112497795218019e+01,6.904823410454484645e+01
-3.925688215300876038e+01,5.325099585555114601e+01
-3.900154007324002237e+01,5.382662744598516724e+01
-4.374737212657175434e+01,6.001054626263618275e+01
-4.018711448482556392e+01,5.441301684110943171e+01
-4.007317618353673794e+01,5.860849135309783264e+01
-4.403174266414097104e+01,6.130425066062758788e+01
-4.318767209097433124e+01,5.794346584934345401e+01
-5.512756831213965114e+01,7.293241801596806795e+01
-4.516886337172789467e+01,6.176395262226531457e+01
-4.010451813095951934e+01,5.719221933454923601e+01
-4.628273833848803065e+01,6.065530695681118090e+01
-4.002487221309839072e+01,5.562292074512489393e+01
-4.124523912641942758e+01,5.465304433155799302e+01
-5.511850687980276575e+01,6.942820813668214441e+01
-4.926191613138328051e+01,6.443536727694518618e+01
-3.600174662145073512e+01,5.243232119353928056e+01
-4.346592793857390546e+01,5.694784400805293956e+01
-4.165430025723927798e+01,5.784859873584770895e+01
-4.458081418672261265e+01,5.962651993783366322e+01
-4.542244893385369409e+01,6.322072026248601873e+01
-4.296043469895807476e+01,5.762830863176137086e+01
-4.257244466126124394e+01,5.707216256758679407e+01
-4.184350604527336515e+01,5.883619516685355677e+01
-4.522500750534280911e+01,6.214989789125016273e+01
-3.987016500507299099e+01,5.231681201133678627e+01
